price,make,model,mileage_km,registration_date,body_type,transmission,primary_fuel
45998.0,Mercedes-Benz,GLA 220,9900.0,2025-06-01,SUV,Automatic,Super E10 95
36995.0,BMW,X3,79871.0,2018-06-01,SUV,Automatic,Diesel
45880.0,BMW,540,59712.0,2019-02-01,Sedan,Automatic,Super 95
43800.0,BMW,X6,140450.0,2018-08-01,SUV,Automatic,Diesel
39980.0,Mercedes-Benz,GLB 200,12104.0,2025-02-01,SUV,Automatic,Super 95
35900.0,Porsche,Panamera,173000.0,2014-06-01,Sedan,Automatic,Super Plus 98
67185.0,Audi,Q3,10.0,2025-01-01,SUV,Automatic,Super 95
39490.0,Mercedes-Benz,GLA 200,4900.0,2025-10-01,SUV,Automatic,Diesel
43000.0,BMW,X3,61500.0,2022-03-01,SUV,Automatic,Diesel
21800.0,BMW,520,149992.0,2014-06-01,Sedan,Automatic,Diesel
89900.0,Porsche,Cayenne,29922.0,2023-01-01,SUV,Automatic,Electricity
9900.0,BMW,X1,205300.0,2015-06-01,SUV,Automatic,Diesel
56900.0,Porsche,Panamera,156000.0,2019-06-01,Sedan,Automatic,Regular/Benzine 91
99950.0,Porsche,991,101067.0,2014-04-01,Coupe,Automatic,Regular/Benzine E10 91
75700.0,BMW,X5 M,79935.0,2022-01-01,SUV,Automatic,Regular/Benzine 91
65800.0,BMW,X7,138851.0,2022-03-01,SUV,Automatic,Diesel
19770.0,Suzuki,Vitara,14800.0,2025-04-01,SUV,Manual,Super 95
29950.0,BMW,X5,216642.0,2014-03-01,SUV,Automatic,Diesel
59886.0,Mercedes-Benz,CLA 250,10.0,2025-01-01,Coupe,Automatic,Electricity
57990.0,Alfa Romeo,Giulia,10.0,2025-02-01,Sedan,Automatic,Regular/Benzine E10 91
16888.0,Ford,Kuga,35640.0,2018-10-01,SUV,Manual,Regular/Benzine 91
229990.0,Porsche,911,19590.0,2020-07-01,Coupe,Automatic,Super Plus 98
53888.0,Alfa Romeo,Junior,10.0,2025-10-01,SUV,Automatic,Electricity
17990.0,Alfa Romeo,Giulia,75832.0,2018-04-01,Sedan,Manual,Diesel
65990.0,Mercedes-Benz,GLC 220,9900.0,2025-10-01,Coupe,Automatic,Diesel
63499.0,BMW,X6,44189.0,2021-09-01,SUV,Automatic,Diesel
16911.0,Porsche,Cayenne,238911.0,2011-04-01,SUV,Automatic,Super 95
154950.0,Mercedes-Benz,GLE 63 AMG,10530.0,2024-09-01,Coupe,Automatic,Super 95
12990.0,BMW,X3,193000.0,2014-10-01,SUV,Automatic,Diesel
150000.0,Porsche,991,46000.0,2015-02-01,Coupe,Automatic,Super Plus 98
53900.0,Mercedes-Benz,GLB 200,21.0,2025-05-01,SUV,Automatic,Regular/Benzine 91
31999.0,Porsche,Panamera,168000.0,2012-02-01,Sedan,Automatic,Diesel
20990.0,Audi,Q2,47231.0,2020-09-01,Hatchback,Manual,Regular/Benzine 91
45690.0,Mercedes-Benz,GLB 200,14500.0,2025-05-01,SUV,Automatic,Super 95
12995.0,Porsche,Cayenne,285000.0,2003-08-01,SUV,Automatic,Regular/Benzine 91
27500.0,Audi,A5,120000.0,2020-07-01,Sedan,Automatic,Diesel
255900.0,BMW,M4,1000.0,2025-07-01,Coupe,Automatic,Regular/Benzine 91
88990.0,Alfa Romeo,Giulia,10.0,2025-06-01,Sedan,Automatic,Regular/Benzine 91
40690.0,Mercedes-Benz,A 200,10000.0,2025-04-01,Sedan,Automatic,Super 95
25990.0,Alfa Romeo,Tonale,49000.0,2023-03-01,Sedan,Manual,Diesel
34990.0,BMW,X3 M,30000.0,2018-06-01,SUV,Automatic,Regular/Benzine 91
34080.0,BMW,X3,25300.0,2019-03-01,SUV,Automatic,Super E10 95
29999.0,Audi,A5,111000.0,2020-11-01,Coupe,Automatic,Diesel
38450.0,Mercedes-Benz,A 200,9999.0,2025-03-01,Sedan,Automatic,Diesel
96900.0,Porsche,Macan,29865.0,2023-08-01,SUV,Automatic,Regular/Benzine 91
40490.0,Mercedes-Benz,CLA 200,9900.0,2025-05-01,Coupe,Automatic,Super E10 95
86890.0,BMW,X6,44286.0,2022-04-01,SUV,Automatic,Diesel
29900.0,Alfa Romeo,Giulia,107821.0,2021-04-01,Sedan,Automatic,Diesel
97890.0,Mercedes-Benz,GLC 63 AMG,4083.0,2025-01-01,SUV,Automatic,Super Plus 98
51900.0,BMW,X5,75000.0,2020-11-01,SUV,Automatic,Diesel
52980.0,BMW,440,84029.0,2022-03-01,Coupe,Automatic,Diesel
33849.0,Volvo,XC90,112316.0,2018-10-01,SUV,Automatic,Diesel
54000.0,Mercedes-Benz,CLA 200,10608.0,2025-04-01,Coupe,Automatic,Diesel
65950.0,Mercedes-Benz,GLC 220,14900.0,2025-04-01,Coupe,Automatic,Diesel
169900.0,Porsche,Cayenne,38453.0,2022-03-01,SUV,Automatic,Super 95
62990.0,Mercedes-Benz,GLC 220,9900.0,2025-07-01,SUV,Automatic,Diesel
29990.0,BMW,X6,110000.0,2016-09-01,SUV,Automatic,Diesel
79500.0,Maybach,57,8000.0,2003-08-01,Sedan,Automatic,Regular/Benzine 91
44399.0,Mercedes-Benz,CLA 200,52.0,2025-10-01,Coupe,Automatic,Super 95
64444.0,Porsche,Macan,88950.0,2023-02-01,SUV,Automatic,Super Plus E10 98
78989.0,BMW,X5,24000.0,2024-09-01,SUV,Automatic,Diesel
217234.0,BMW,M4,10.0,2025-01-01,Coupe,Automatic,Super 95
89964.0,Mercedes-Benz,S 580,26359.0,2024-03-01,Sedan,Automatic,Regular/Benzine 91
32850.0,Mercedes-Benz,A 180,5500.0,2025-05-01,Sedan,Automatic,Regular/Benzine 91
29780.0,BMW,320,77471.0,2022-05-01,Sedan,Automatic,Regular/Benzine 91
23399.0,BMW,330,46248.0,2016-12-01,Sedan,Automatic,Regular/Benzine 91
74995.0,Porsche,Macan,10168.0,2024-04-01,SUV,Automatic,Super 95
17990.0,BMW,116,56000.0,2021-08-01,Sedan,Manual,Diesel
53900.0,Alfa Romeo,Giulia,12500.0,2025-04-01,Sedan,Automatic,Diesel
16990.0,Suzuki,Swift,15.0,2025-09-01,Sedan,Manual,Super 95
32840.0,Volvo,XC60,124760.0,2020-01-01,SUV,Automatic,Super 95
52900.0,Porsche,Macan,64000.0,2019-03-01,SUV,Automatic,Super 95
32980.0,BMW,X6,112270.0,2016-10-01,SUV,Automatic,Diesel
66880.0,Mercedes-Benz,GLC 300,14500.0,2025-02-01,SUV,Automatic,Diesel
34990.0,BMW,X3,87000.0,2022-06-01,SUV,Automatic,Diesel
58900.0,Mercedes-Benz,CLE 220,7400.0,2025-03-01,Coupe,Automatic,Diesel
61100.0,Porsche,Cayenne,50642.0,2019-09-01,SUV,Automatic,Regular/Benzine 91
28990.0,BMW,X1,70607.0,2021-04-01,SUV,Automatic,Diesel
79980.0,Audi,SQ8,84900.0,2020-07-01,SUV,Automatic,Diesel
56900.0,BMW,X5,88493.0,2022-09-01,SUV,Automatic,Diesel
126490.0,Mercedes-Benz,GLE 53 AMG,8000.0,2025-06-01,Coupe,Automatic,Super 95
29890.0,Alfa Romeo,Tonale,15000.0,2024-09-01,SUV,Automatic,Diesel
78450.0,BMW,M5,44881.0,2021-04-01,Sedan,Automatic,Super 95
45000.0,Porsche,Cayenne,155000.0,2016-10-01,SUV,Automatic,Diesel
1999.0,Suzuki,Swift,98500.0,2009-12-01,Sedan,Manual,Regular/Benzine 91
27995.0,Audi,Q3,93000.0,2020-07-01,SUV,Automatic,Regular/Benzine 91
1200.0,BMW,316,96500.0,2001-08-01,Hatchback,Manual,Regular/Benzine 91
15999.0,Volvo,XC60,127046.0,2015-05-01,SUV,Automatic,Diesel
17750.0,BMW,120,100000.0,2018-06-01,Sedan,Automatic,Regular/Benzine 91
339900.0,Porsche,911,640.0,2024-05-01,Coupe,Automatic,Regular/Benzine 91
61950.0,BMW,X5,56900.0,2021-10-01,SUV,Automatic,Super 95
19890.0,Suzuki,Vitara,499.0,2025-07-01,SUV,Manual,Regular/Benzine 91
51995.0,Mercedes-Benz,GLB 220,50.0,2025-05-01,SUV,Automatic,Diesel
7980.0,Ford,Kuga,173000.0,2011-06-01,SUV,Automatic,Diesel
38440.0,Alfa Romeo,Stelvio,16700.0,2023-06-01,SUV,Automatic,Regular/Benzine E10 91
9990.0,Volkswagen,Passat CC,199000.0,2009-12-01,Sedan,Manual,Diesel
25300.0,Suzuki,SX4 S-Cross,15.0,2025-10-01,SUV,Automatic,Super E10 95
28999.0,BMW,750,173000.0,2017-06-01,Sedan,Automatic,Regular/Benzine 91
149800.0,Porsche,Panamera,8900.0,2025-10-01,Sedan,Automatic,Super 95
55880.0,Mercedes-Benz,GLA 250,14500.0,2025-05-01,SUV,Automatic,Regular/Benzine 91
31690.0,Audi,Q3,119890.0,2020-10-01,SUV,Automatic,Diesel
58900.0,Mercedes-Benz,GLB 200,6000.0,2025-08-01,SUV,Automatic,Diesel
25490.0,BMW,435,105480.0,2016-03-01,Coupe,Automatic,Regular/Benzine 91
41840.0,Mercedes-Benz,GLB 200,5000.0,2025-06-01,SUV,Automatic,Regular/Benzine 91
105315.0,Mercedes-Benz,S 500,23889.0,2024-12-01,Sedan,Automatic,Super 95
19500.0,Suzuki,SX4 S-Cross,62206.0,2022-09-01,SUV,Manual,Super E10 95
13900.0,Volvo,XC60,99000.0,2015-01-01,SUV,Semi-automatic,Diesel
16990.0,BMW,420,160000.0,2014-07-01,Sedan,Automatic,Diesel
23470.0,BMW,X2,70487.0,2020-12-01,Coupe,Automatic,Regular/Benzine 91
50945.0,Mercedes-Benz,GLA 250,19305.0,2025-02-01,SUV,Automatic,Super 95
78930.0,Audi,Q6 e-tron,4000.0,2025-02-01,SUV,Automatic,Electricity
21299.0,Volkswagen,T-Roc,1938.0,2023-01-01,SUV,Manual,Regular/Benzine 91
25900.0,BMW,X1,34392.0,2021-11-01,SUV,Automatic,Super 95
40998.0,Mercedes-Benz,CLA 200,10000.0,2025-05-01,Coupe,Automatic,Super 95
51945.0,BMW,X3,58678.0,2022-08-01,SUV,Automatic,Super 95
96990.0,BMW,X5,19000.0,2025-02-01,SUV,Automatic,Diesel
8800.0,Porsche,Cayenne,200000.0,2006-02-01,SUV,Manual,Super 95
54490.0,Mercedes-Benz,C 220,30485.0,2025-02-01,Sedan,Automatic,Diesel
63900.0,Porsche,Cayenne,92212.0,2019-11-01,SUV,Automatic,Electricity
49989.0,BMW,X5,50630.0,2021-12-01,SUV,Automatic,Diesel
28500.0,BMW,X3,153800.0,2022-05-01,SUV,Semi-automatic,Diesel
95490.0,Mercedes-Benz,GLE 450,9900.0,2025-07-01,SUV,Automatic,Diesel
82880.0,Mercedes-Benz,GLE 350,49000.0,2025-01-01,SUV,Automatic,Diesel
22200.0,Tesla,Model 3,131909.0,2019-07-01,Sedan,Automatic,Electricity
39490.0,SsangYong,Torres,5640.0,2024-05-01,SUV,Automatic,Electricity
47500.0,BMW,X3,12097.0,2022-01-01,SUV,Automatic,Super 95
115500.0,Mercedes-Benz,S 350,45000.0,2024-07-01,Sedan,Automatic,Diesel
52950.0,BMW,545,66000.0,2022-10-01,Sedan,Automatic,Electricity
49490.0,BMW,X5,80600.0,2022-06-01,SUV,Automatic,Electricity
63600.0,Mercedes-Benz,CLE 200,9000.0,2025-08-01,Coupe,Automatic,Regular/Benzine 91
52880.0,Porsche,Macan,74117.0,2021-07-01,SUV,Automatic,Regular/Benzine 91
60380.0,Mercedes-Benz,GLC 220,9900.0,2025-05-01,SUV,Automatic,Diesel
48500.0,Mercedes-Benz,C 220,9900.0,2025-03-01,Sedan,Automatic,Diesel
67880.0,Porsche,Taycan,44499.0,2022-10-01,Sedan,Automatic,Electricity
79990.0,BMW,X5,71522.0,2022-07-01,SUV,Automatic,Regular/Benzine 91
8627500.0,Bugatti,Divo,1300.0,2021-08-01,Coupe,Automatic,Super Plus 98
6500.0,Hyundai,i10,150000.0,2014-11-01,Hatchback,Manual,Liquid petroleum gas (LPG)
61990.0,BMW,M4,52800.0,2019-09-01,Coupe,Automatic,Super Plus 98
7399.0,BMW,116,159998.0,2016-04-01,Sedan,Manual,Regular/Benzine E10 91
120450.0,Mercedes-Benz,GLE 53 AMG,9900.0,2025-06-01,SUV,Automatic,Super Plus 98
105900.0,Porsche,Cayenne,61860.0,2019-12-01,SUV,Automatic,Super Plus 98
22997.0,BMW,i3,30170.0,2022-01-01,Hatchback,Automatic,Electricity
56790.0,Mercedes-Benz,GLB 220,18000.0,2025-08-01,SUV,Automatic,Diesel
43900.0,BMW,X4 M,76900.0,2019-12-01,SUV,Automatic,Regular/Benzine 91
20999.0,BMW,118,58905.0,2020-10-01,Sedan,Automatic,Regular/Benzine 91
19990.0,Porsche,Cayenne,248543.0,2010-12-01,SUV,Automatic,Super Plus 98
25000.0,Audi,e-tron,100000.0,2020-12-01,SUV,Automatic,Electricity
18800.0,BMW,116,109000.0,2020-02-01,Sedan,Automatic,Diesel
71990.0,Audi,SQ5,11999.0,2025-03-01,SUV,Automatic,Diesel
26990.0,Alfa Romeo,Stelvio,90000.0,2022-08-01,SUV,Automatic,Diesel
63491.0,Mercedes-Benz,E 220,19900.0,2025-06-01,Sedan,Automatic,Diesel
89900.0,BMW,X5 M,97000.0,2021-06-01,SUV,Automatic,Regular/Benzine 91
12999.0,Honda,CR-V,99998.0,2015-02-01,SUV,Manual,Diesel
117500.0,BMW,X5,6000.0,2025-09-01,SUV,Automatic,Regular/Benzine 91
10999.0,Honda,CR-V,159000.0,2012-10-01,SUV,Manual,Diesel
59990.0,Audi,Q3,2990.0,2025-10-01,SUV,Automatic,Super 95
60279.0,Mercedes-Benz,CLA 250,15.0,2025-01-01,Sedan,Automatic,Electricity
31900.0,BMW,320,47645.0,2022-03-01,Sedan,Automatic,Electricity
48800.0,BMW,X5,118880.0,2021-08-01,SUV,Automatic,Regular/Benzine 91
59886.0,Mercedes-Benz,CLA 250,10.0,2025-01-01,Sedan,Automatic,Electricity
35788.0,BMW,X3,114000.0,2022-08-01,SUV,Automatic,Diesel
24670.0,BMW,118,53400.0,2020-11-01,Sedan,Automatic,Regular/Benzine 91
124880.0,Porsche,Cayenne,9900.0,2025-07-01,SUV,Automatic,Super E10 95
29980.0,BMW,320,38300.0,2022-08-01,Sedan,Automatic,Electricity
12499.0,Honda,Accord,97850.0,2009-10-01,Sedan,Automatic,Regular/Benzine 91
42950.0,BMW,330,31117.0,2022-02-01,Sedan,Automatic,Super 95
129900.0,Mercedes-Benz,GLE 53 AMG,17959.0,2024-08-01,SUV,Semi-automatic,Super 95
105500.0,Porsche,Cayenne,10000.0,2024-02-01,Coupe,Automatic,Regular/Benzine E10 91
9900.0,Alfa Romeo,Giulietta,168379.0,2014-05-01,Hatchback,Manual,Diesel
26890.0,Volvo,XC40,105605.0,2020-07-01,SUV,Automatic,Regular/Benzine 91
41450.0,BMW,X3,36350.0,2022-08-01,SUV,Automatic,Super 95
21900.0,Audi,A3,66400.0,2020-10-01,Sedan,Manual,Super 95
26990.0,BMW,120,35000.0,2020-10-01,Sedan,Automatic,Diesel
46900.0,BMW,i4,7990.0,2023-06-01,Sedan,Automatic,Electricity
69800.0,Audi,Q5,3218.0,2025-05-01,SUV,Automatic,Electricity
62597.0,Audi,S3,10.0,2025-10-01,Sedan,Automatic,Super 95
31990.0,BMW,X2,55000.0,2023-06-01,SUV,Automatic,Regular/Benzine 91
36990.0,BMW,545,81880.0,2021-04-01,Sedan,Automatic,Regular/Benzine 91
43690.0,Mercedes-Benz,GLB 200,9999.0,2025-10-01,SUV,Automatic,Diesel
29911.0,Porsche,996,139999.0,2001-01-01,Coupe,Manual,Regular/Benzine 91
55900.0,BMW,X5,122980.0,2022-05-01,SUV,Automatic,Super 95
98950.0,Porsche,Cayenne,114889.0,2021-07-01,SUV,Automatic,Super 95
124900.0,Mercedes-Benz,GLE 450,8000.0,2025-01-01,SUV,Automatic,Diesel
19900.0,Alfa Romeo,Giulia,78400.0,2017-09-01,Sedan,Automatic,Diesel
43790.0,Mercedes-Benz,GLB 200,9300.0,2025-06-01,SUV,Automatic,Diesel
126216.0,BMW,740,1208.0,2025-10-01,Sedan,Automatic,Diesel
104990.0,Audi,A8,2990.0,2025-09-01,Sedan,Automatic,Super 95
67900.0,Mercedes-Benz,GLC 220,27.0,2025-10-01,SUV,Automatic,Diesel
160007.0,Aston Martin,DBX,11300.0,2024-02-01,SUV,Automatic,Super 95
3500.0,BMW,320,320000.0,2006-01-01,Sedan,Automatic,Diesel
89880.0,Porsche,Macan,14900.0,2025-07-01,SUV,Automatic,Electricity
67850.0,Porsche,Taycan,89997.0,2022-04-01,Sedan,Automatic,Electricity
91850.0,Mercedes-Benz,GLE 350,21847.0,2024-02-01,Coupe,Automatic,Diesel
26300.0,Alfa Romeo,Tonale,34146.0,2023-12-01,SUV,Automatic,Regular/Benzine 91
69900.0,Porsche,Taycan,61158.0,2020-08-01,Sedan,Automatic,Electricity
49890.0,Porsche,Macan,68000.0,2018-05-01,SUV,Automatic,Regular/Benzine E10 91
37640.0,Mercedes-Benz,CLA 200,4350.0,2025-05-01,Hatchback,Automatic,Regular/Benzine 91
9990.0,Volvo,XC60,256294.0,2016-10-01,SUV,Manual,Diesel
3500.0,BMW,116,145000.0,2006-05-01,Sedan,Manual,Regular/Benzine 91
15850.0,BMW,420,167986.0,2015-09-01,Hatchback,Automatic,Diesel
34800.0,Audi,Q3,14000.0,2020-10-01,SUV,Automatic,Diesel
139900.0,Porsche,911,11660.0,2020-04-01,Coupe,Automatic,Regular/Benzine 91
60890.0,Mercedes-Benz,GLC 220,9900.0,2025-03-01,SUV,Automatic,Diesel
15900.0,Suzuki,Vitara,55325.0,2018-04-01,SUV,Manual,Diesel
73800.0,Porsche,Cayman,10000.0,2023-08-01,Coupe,Automatic,Regular/Benzine 91
74880.0,BMW,M850,20264.0,2022-06-01,Coupe,Automatic,Regular/Benzine 91
43480.0,BMW,i4,67819.0,2022-09-01,Coupe,Automatic,Electricity
29990.0,Audi,Q3,86200.0,2020-10-01,SUV,Automatic,Regular/Benzine E10 91
56990.0,BMW,M4,99000.0,2016-07-01,Coupe,Automatic,Regular/Benzine 91
84900.0,Porsche,Cayenne,32700.0,2023-05-01,SUV,Automatic,Regular/Benzine 91
26990.0,BMW,740,119496.0,2015-12-01,Sedan,Automatic,Super Plus 98
21990.0,BYD,Dolphin,10.0,2025-06-01,Hatchback,Automatic,Electricity
40890.0,BMW,X3,47859.0,2022-06-01,SUV,Automatic,Super 95
57890.0,Mercedes-Benz,GLC 200,11300.0,2025-04-01,SUV,Automatic,Super 95
27990.0,Alfa Romeo,Stelvio,48900.0,2022-06-01,SUV,Automatic,Diesel
27500.0,BMW,X3,105420.0,2017-10-01,SUV,Automatic,Diesel
69490.0,Audi,Q7,10.0,2025-04-01,SUV,Automatic,Diesel
74990.0,Audi,A7,11990.0,2025-04-01,Sedan,Automatic,Diesel
185000.0,Porsche,992,8200.0,2024-06-01,Coupe,Automatic,Super 95
12950.0,BMW,X2,227780.0,2018-07-01,SUV,Manual,Diesel
32490.0,Mercedes-Benz,A 180,9900.0,2025-06-01,Sedan,Automatic,Super E10 95
36900.0,Audi,A6,85450.0,2020-07-01,Sedan,Automatic,Regular/Benzine 91
28750.0,Volvo,XC40,132031.0,2020-06-01,SUV,Automatic,Super 95
53880.0,BMW,745,105224.0,2020-02-01,Sedan,Automatic,Super 95
45890.0,BMW,X1,6600.0,2025-06-01,SUV,Automatic,Regular/Benzine 91
42500.0,Mercedes-Benz,GLB 200,14000.0,2025-03-01,SUV,Automatic,Diesel
21000.0,Porsche,Cayenne,188000.0,2010-09-01,SUV,Automatic,Super 95
23499.0,BMW,i3,29999.0,2021-06-01,Sedan,Automatic,Electricity
14990.0,Suzuki,Swift,17487.0,2023-09-01,Hatchback,Manual,Super 95
83980.0,Alfa Romeo,Giulia,10.0,2025-09-01,Sedan,Automatic,Regular/Benzine 91
254900.0,Porsche,992,8963.0,2024-12-01,Coupe,Automatic,Super 95
9499.0,BMW,123,135377.0,2008-02-01,Sedan,Manual,Diesel
177151.0,Porsche,Cayenne,15.0,2025-01-01,SUV,Automatic,Super 95
62990.0,Mercedes-Benz,GLC 300,3920.0,2025-04-01,SUV,Automatic,Super 95
79900.0,Porsche,997,120161.0,2009-05-01,Coupe,Automatic,Super 95
58880.0,Mercedes-Benz,CLE 300,5765.0,2025-03-01,Coupe,Automatic,Regular/Benzine 91
69700.0,Audi,Q8,69790.0,2020-12-01,SUV,Automatic,Diesel
39900.0,Alfa Romeo,Giulia,31550.0,2024-04-01,Sedan,Automatic,Regular/Benzine 91
15200.0,BMW,X1,157038.0,2018-03-01,SUV,Automatic,Diesel
30900.0,Alfa Romeo,Junior,10.0,2025-05-01,SUV,Automatic,Super 95
30850.0,Mercedes-Benz,A 180,14185.0,2025-02-01,Sedan,Automatic,Super E10 95
49000.0,Porsche,Panamera,166000.0,2017-06-01,Sedan,Automatic,Super Plus 98
17490.0,Suzuki,Ignis,34600.0,2021-05-01,SUV,Automatic,Regular/Benzine 91
28270.0,Suzuki,Vitara,50.0,2025-09-01,SUV,Automatic,Super E10 95
61780.0,Audi,Q5,180.0,2025-06-01,SUV,Automatic,Diesel
60879.0,Audi,SQ8,134379.0,2020-10-01,SUV,Automatic,Diesel
224890.0,Porsche,991,24980.0,2019-09-01,Coupe,Automatic,Regular/Benzine 91
58979.0,Mercedes-Benz,CLA 250,15.0,2025-01-01,Sedan,Automatic,Electricity
89990.0,Audi,Q7,9900.0,2025-10-01,SUV,Automatic,Super 95
23499.0,BMW,418,124000.0,2018-07-01,Sedan,Automatic,Diesel
90700.0,Mercedes-Benz,C 63 AMG,6200.0,2024-07-01,Sedan,Automatic,Super Plus 98
30999.0,BMW,X3,137000.0,2020-12-01,SUV,Automatic,Diesel
18200.0,BMW,X3,265799.0,2019-01-01,SUV,Automatic,Diesel
59950.0,BMW,M4,36940.0,2017-12-01,Coupe,Automatic,Super Plus E10 98
169990.0,Mercedes-Benz,GLE 63 AMG,15032.0,2024-10-01,SUV,Automatic,Super 95
161000.0,Porsche,991,7800.0,2017-08-01,Coupe,Semi-automatic,Super Plus 98
405980.0,Mercedes-Benz,G 63 AMG,5000.0,2024-12-01,SUV,Automatic,Super Plus 98
126380.0,Porsche,Macan,4900.0,2024-12-01,SUV,Automatic,Electricity
29900.0,Volvo,XC60,88500.0,2020-11-01,SUV,Automatic,Diesel
40850.0,BMW,220,9500.0,2025-05-01,Sedan,Automatic,Super 95
28900.0,Audi,Q3,95800.0,2020-03-01,SUV,Automatic,Diesel
84950.0,Porsche,911,123864.0,2007-04-01,Coupe,Automatic,Super Plus 98
2990.0,Volkswagen,Golf,206277.0,2008-07-01,Sedan,Manual,Regular/Benzine E10 91
34820.0,BMW,X3,32000.0,2021-09-01,SUV,Automatic,Electricity
23980.0,Volvo,XC60,112825.0,2020-05-01,SUV,Automatic,Diesel
25990.0,Suzuki,Vitara,5.0,2025-09-01,SUV,Automatic,Super 95
239900.0,Porsche,992,5000.0,2023-08-01,Coupe,Automatic,Super Plus 98
25990.0,Alfa Romeo,Tonale,22492.0,2022-08-01,SUV,Automatic,Regular/Benzine 91
18500.0,BMW,X5,208000.0,2015-06-01,SUV,Semi-automatic,Diesel
66380.0,Mercedes-Benz,GLC 220,9900.0,2025-07-01,Coupe,Automatic,Diesel
68400.0,Audi,Q8,22798.0,2025-02-01,SUV,Automatic,Diesel
84030.0,Audi,Q6 e-tron,10.0,2025-01-01,SUV,Automatic,Electricity
58950.0,Audi,Q8,77000.0,2020-09-01,SUV,Automatic,Super E10 95
57690.0,BMW,330,5563.0,2025-07-01,Sedan,Automatic,Diesel
18000.0,Alfa Romeo,166,130622.0,2004-07-01,Sedan,Manual,Super 95
27970.0,Audi,A4,67931.0,2020-11-01,Sedan,Automatic,Diesel
34990.0,BMW,X3,77144.0,2019-01-01,SUV,Automatic,Diesel
91858.0,Porsche,Macan,8900.0,2025-11-01,SUV,Automatic,Electricity
32439.0,BMW,X3,124159.0,2022-09-01,SUV,Automatic,Diesel
119990.0,Porsche,992,70649.0,2021-07-01,Coupe,Automatic,Super 95
85950.0,Audi,Q6 e-tron,10.0,2025-01-01,SUV,Automatic,Electricity
30900.0,Alfa Romeo,Tonale,56059.0,2023-04-01,SUV,Automatic,Regular/Benzine 91
26939.0,Volvo,XC90,188724.0,2015-12-01,SUV,Automatic,Super 95
36300.0,Mercedes-Benz,A 200,9900.0,2025-04-01,Sedan,Automatic,Super E10 95
48880.0,Mercedes-Benz,C 180,14500.0,2025-07-01,Sedan,Automatic,Regular/Benzine 91
49550.0,Mercedes-Benz,EQA 250,15.0,2025-01-01,SUV,Automatic,Electricity
73000.0,BMW,M4,40500.0,2022-07-01,Coupe,Automatic,Super Plus 98
49970.0,BMW,X3,35010.0,2022-04-01,SUV,Automatic,Diesel
249990.0,Porsche,911,1900.0,2025-03-01,Coupe,Automatic,Super 95
24999.0,Porsche,Cayenne,198735.0,2014-04-01,SUV,Automatic,Diesel
125000.0,Mercedes-Benz,G 400,4500.0,2024-01-01,SUV,Automatic,Diesel
72990.0,Audi,Q5,4990.0,2025-10-01,SUV,Automatic,Diesel
15900.0,BMW,116,140000.0,2020-06-01,Sedan,Manual,Diesel
21495.0,BMW,116,24885.0,2018-08-01,Sedan,Manual,Diesel
98870.0,Porsche,Cayenne,96500.0,2020-07-01,Coupe,Automatic,Super 95
195800.0,Porsche,992,3520.0,2022-05-01,Coupe,Automatic,Super E10 95
25999.0,Audi,Q3,110491.0,2020-10-01,SUV,Automatic,Diesel
78489.0,Mercedes-Benz,GLC 300,10000.0,2025-03-01,Coupe,Automatic,Diesel
25950.0,Suzuki,S-Cross,5.0,2025-03-01,SUV,Manual,Regular/Benzine 91
44980.0,Audi,SQ5,72000.0,2020-03-01,SUV,Automatic,Diesel
43200.0,BMW,520,38548.0,2024-04-01,Sedan,Automatic,Super E10 95
47900.0,BMW,X6,96299.0,2018-02-01,SUV,Automatic,Super 95
116399.0,Mercedes-Benz,GLE 450,10000.0,2025-06-01,SUV,Automatic,Diesel
41800.0,BMW,X5 M,134209.0,2019-07-01,SUV,Automatic,Diesel
29990.0,BMW,220,59000.0,2022-03-01,Sedan,Automatic,Super E10 95
80995.0,Porsche,Taycan,50140.0,2020-06-01,Sedan,Automatic,Electricity
25900.0,Alfa Romeo,Tonale,13757.0,2022-10-01,SUV,Automatic,Super 95
44900.0,Mercedes-Benz,GLB 200,9200.0,2025-03-01,SUV,Automatic,Diesel
40490.0,Mercedes-Benz,GLA 200,12153.0,2025-03-01,SUV,Automatic,Diesel
71950.0,Audi,RS3,3491.0,2025-03-01,Sedan,Automatic,Regular/Benzine 91
39590.0,BMW,740,55553.0,2018-06-01,Sedan,Automatic,Regular/Benzine 91
85900.0,Porsche,Macan,7500.0,2025-09-01,SUV,Automatic,Electricity
27290.0,Volvo,XC60,81462.0,2020-02-01,SUV,Automatic,Diesel
31490.0,Mercedes-Benz,A 200,11379.0,2025-03-01,Sedan,Automatic,Regular/Benzine 91
127890.0,Porsche,992,31500.0,2021-05-01,Coupe,Automatic,Regular/Benzine 91
11900.0,Alfa Romeo,Giulietta,111480.0,2017-06-01,Sedan,Manual,Diesel
98990.0,BMW,X6 M,82503.0,2021-01-01,SUV,Automatic,Regular/Benzine 91
154900.0,Porsche,Panamera,8500.0,2025-03-01,Sedan,Automatic,Super 95
20370.0,BMW,118,41432.0,2023-09-01,Sedan,Manual,Regular/Benzine 91
25900.0,Porsche,Cayenne,223000.0,2015-10-01,SUV,Automatic,Diesel
68950.0,BMW,X5,56828.0,2022-09-01,SUV,Automatic,Super 95
27900.0,BMW,430,60000.0,2019-11-01,Coupe,Automatic,Regular/Benzine 91
